orig_book_index	orig_chapter	orig_verse	orig_subverse	order_by	text
42N	15	18		24540	ἀναστὰς πορεύσομαι πρὸς τὸν πατέρα μου καὶ ἐρῶ αὐτῷ Πάτερ ἥμαρτον εἰς τὸν οὐρανὸν καὶ ἐνώπιόν σου
42N	15	19		24550	οὐκέτι εἰμὶ ἄξιος κληθῆναι υἱός σου ποίησόν με ὡς ἕνα τῶν μισθίων σου
42N	15	20		24560	καὶ ἀναστὰς ἦλθεν πρὸς τὸν πατέρα ἑαυτοῦ ἔτι δὲ αὐτοῦ μακρὰν ἀπέχοντος εἶδεν αὐτὸν ὁ πατὴρ αὐτοῦ καὶ ἐσπλαγχνίσθη καὶ δραμὼν ἐπέπεσεν ἐπὶ τὸν τράχηλον αὐτοῦ καὶ κατεφίλησεν αὐτόν
42N	15	21		24570	εἶπεν δὲ ὁ υἱὸς αὐτῷ Πάτερ ἥμαρτον εἰς τὸν οὐρανὸν καὶ ἐνώπιόν σου οὐκέτι εἰμὶ ἄξιος κληθῆναι υἱός σου
42N	15	22		24580	εἶπεν δὲ ὁ πατὴρ πρὸς τοὺς δούλους αὐτοῦ Ταχὺ ἐξενέγκατε στολὴν τὴν πρώτην καὶ ἐνδύσατε αὐτόν καὶ δότε δακτύλιον εἰς τὴν χεῖρα αὐτοῦ καὶ ὑποδήματα εἰς τοὺς πόδας
42N	15	23		24590	καὶ φέρετε τὸν μόσχον τὸν σιτευτόν θύσατε καὶ φαγόντες εὐφρανθῶμεν
42N	15	24		24600	ὅτι οὗτος ὁ υἱός μου νεκρὸς ἦν καὶ ἀνέζησεν ἦν ἀπολωλὼς καὶ εὑρέθη καὶ ἤρξαντο εὐφραίνεσθαι
42N	15	25		24610	Ἦν δὲ ὁ υἱὸς αὐτοῦ ὁ πρεσβύτερος ἐν ἀγρῷ καὶ ὡς ἐρχόμενος ἤγγισεν τῇ οἰκίᾳ ἤκουσεν συμφωνίας καὶ χορῶν
42N	15	26		24620	καὶ προσκαλεσάμενος ἕνα τῶν παίδων ἐπυνθάνετο τί ἂν εἴη ταῦτα
42N	15	27		24630	ὁ δὲ εἶπεν αὐτῷ ὅτι Ὁ ἀδελφός σου ἥκει καὶ ἔθυσεν ὁ πατήρ σου τὸν μόσχον τὸν σιτευτόν ὅτι ὑγιαίνοντα αὐτὸν ἀπέλαβεν
42N	15	28		24640	ὠργίσθη δὲ καὶ οὐκ ἤθελεν εἰσελθεῖν ὁ δὲ πατὴρ αὐτοῦ ἐξελθὼν παρεκάλει αὐτόν
42N	15	29		24650	ὁ δὲ ἀποκριθεὶς εἶπεν τῷ πατρὶ αὐτοῦ Ἰδοὺ τοσαῦτα ἔτη δουλεύω σοι καὶ οὐδέποτε ἐντολήν σου παρῆλθον καὶ ἐμοὶ οὐδέποτε ἔδωκας ἔριφον ἵνα μετὰ τῶν φίλων μου εὐφρανθῶ
42N	15	30		24660	ὅτε δὲ ὁ υἱός σου οὗτος ὁ καταφαγών σου τὸν βίον μετὰ πορνῶν ἦλθεν ἔθυσας αὐτῷ τὸν σιτευτὸν μόσχον
42N	15	31		24670	ὁ δὲ εἶπεν αὐτῷ Τέκνον σὺ πάντοτε μετ’ ἐμοῦ εἶ καὶ πάντα τὰ ἐμὰ σά ἐστιν
42N	15	32		24680	εὐφρανθῆναι δὲ καὶ χαρῆναι ἔδει ὅτι ὁ ἀδελφός σου οὗτος νεκρὸς ἦν καὶ ἔζησεν καὶ ἀπολωλὼς καὶ εὑρέθη
42N	16	1		24690	Ἔλεγεν δὲ καὶ πρὸς τοὺς μαθητάς Ἄνθρωπός τις ἦν πλούσιος ὃς εἶχεν οἰκονόμον καὶ οὗτος διεβλήθη αὐτῷ ὡς διασκορπίζων τὰ ὑπάρχοντα αὐτοῦ
42N	16	2		24700	καὶ φωνήσας αὐτὸν εἶπεν αὐτῷ Τί τοῦτο ἀκούω περὶ σοῦ ἀπόδος τὸν λόγον τῆς οἰκονομίας σου οὐ γὰρ δύνῃ ἔτι οἰκονομεῖν
42N	16	3		24710	εἶπεν δὲ ἐν ἑαυτῷ ὁ οἰκονόμος Τί ποιήσω ὅτι ὁ κύριός μου ἀφαιρεῖται τὴν οἰκονομίαν ἀπ’ ἐμοῦ σκάπτειν οὐκ ἰσχύω ἐπαιτεῖν αἰσχύνομαι
42N	16	4		24720	ἔγνων τί ποιήσω ἵνα ὅταν μετασταθῶ ἐκ τῆς οἰκονομίας δέξωνταί με εἰς τοὺς οἴκους ἑαυτῶν
42N	16	5		24730	καὶ προσκαλεσάμενος ἕνα ἕκαστον τῶν χρεοφειλετῶν τοῦ κυρίου ἑαυτοῦ ἔλεγεν τῷ πρώτῳ Πόσον ὀφείλεις τῷ κυρίῳ μου
42N	16	6		24740	ὁ δὲ εἶπεν Ἑκατὸν βάτους ἐλαίου ὁ δὲ εἶπεν αὐτῷ Δέξαι σου τὰ γράμματα καὶ καθίσας ταχέως γράψον πεντήκοντα
42N	16	7		24750	ἔπειτα ἑτέρῳ εἶπεν Σὺ δὲ πόσον ὀφείλεις ὁ δὲ εἶπεν Ἑκατὸν κόρους σίτου λέγει αὐτῷ Δέξαι σου τὰ γράμματα καὶ γράψον ὀγδοήκοντα
42N	16	8		24760	καὶ ἐπῄνεσεν ὁ κύριος τὸν οἰκονόμον τῆς ἀδικίας ὅτι φρονίμως ἐποίησεν ὅτι οἱ υἱοὶ τοῦ αἰῶνος τούτου φρονιμώτεροι ὑπὲρ τοὺς υἱοὺς τοῦ φωτὸς εἰς τὴν γενεὰν τὴν ἑαυτῶν εἰσιν
42N	16	9		24770	καὶ ἐγὼ ὑμῖν λέγω ἑαυτοῖς ποιήσατε φίλους ἐκ τοῦ μαμωνᾶ τῆς ἀδικίας ἵνα ὅταν ἐκλίπῃ δέξωνται ὑμᾶς εἰς τὰς αἰωνίους σκηνάς
42N	16	10		24780	Ὁ πιστὸς ἐν ἐλαχίστῳ καὶ ἐν πολλῷ πιστός ἐστιν καὶ ὁ ἐν ἐλαχίστῳ ἄδικος καὶ ἐν πολλῷ ἄδικός ἐστιν
42N	16	11		24790	εἰ οὖν ἐν τῷ ἀδίκῳ μαμωνᾷ πιστοὶ οὐκ ἐγένεσθε τὸ ἀληθινὸν τίς ὑμῖν πιστεύσει
42N	16	12		24800	καὶ εἰ ἐν τῷ ἀλλοτρίῳ πιστοὶ οὐκ ἐγένεσθε τὸ ὑμέτερον τίς δώσει ὑμῖν
42N	16	13		24810	οὐδεὶς οἰκέτης δύναται δυσὶ κυρίοις δουλεύειν ἢ γὰρ τὸν ἕνα μισήσει καὶ τὸν ἕτερον ἀγαπήσει ἢ ἑνὸς ἀνθέξεται καὶ τοῦ ἑτέρου καταφρονήσει οὐ δύνασθε θεῷ δουλεύειν καὶ μαμωνᾷ
42N	16	14		24820	Ἤκουον δὲ ταῦτα πάντα οἱ Φαρισαῖοι φιλάργυροι ὑπάρχοντες καὶ ἐξεμυκτήριζον αὐτόν
42N	16	15		24830	καὶ εἶπεν αὐτοῖς Ὑμεῖς ἐστε οἱ δικαιοῦντες ἑαυτοὺς ἐνώπιον τῶν ἀνθρώπων ὁ δὲ θεὸς γινώσκει τὰς καρδίας ὑμῶν ὅτι τὸ ἐν ἀνθρώποις ὑψηλὸν βδέλυγμα ἐνώπιον τοῦ θεοῦ
42N	16	16		24840	Ὁ νόμος καὶ οἱ προφῆται μέχρι Ἰωάννου ἀπὸ τότε ἡ βασιλεία τοῦ θεοῦ εὐαγγελίζεται καὶ πᾶς εἰς αὐτὴν βιάζεται
42N	16	17		24850	Εὐκοπώτερον δέ ἐστιν τὸν οὐρανὸν καὶ τὴν γῆν παρελθεῖν ἢ τοῦ νόμου μίαν κεραίαν πεσεῖν
42N	16	18		24860	Πᾶς ὁ ἀπολύων τὴν γυναῖκα αὐτοῦ καὶ γαμῶν ἑτέραν μοιχεύει καὶ ὁ ἀπολελυμένην ἀπὸ ἀνδρὸς γαμῶν μοιχεύει
42N	16	19		24870	Ἄνθρωπος δέ τις ἦν πλούσιος καὶ ἐνεδιδύσκετο πορφύραν καὶ βύσσον εὐφραινόμενος καθ’ ἡμέραν λαμπρῶς
42N	16	20		24880	πτωχὸς δέ τις ὀνόματι Λάζαρος ἐβέβλητο πρὸς τὸν πυλῶνα αὐτοῦ εἱλκωμένος
42N	16	21		24890	καὶ ἐπιθυμῶν χορτασθῆναι ἀπὸ τῶν πιπτόντων ἀπὸ τῆς τραπέζης τοῦ πλουσίου ἀλλὰ καὶ οἱ κύνες ἐρχόμενοι ἐπέλειχον τὰ ἕλκη αὐτοῦ
42N	16	22		24900	ἐγένετο δὲ ἀποθανεῖν τὸν πτωχὸν καὶ ἀπενεχθῆναι αὐτὸν ὑπὸ τῶν ἀγγέλων εἰς τὸν κόλπον Ἀβραάμ ἀπέθανεν δὲ καὶ ὁ πλούσιος καὶ ἐτάφη
42N	16	23		24910	καὶ ἐν τῷ ᾅδῃ ἐπάρας τοὺς ὀφθαλμοὺς αὐτοῦ ὑπάρχων ἐν βασάνοις ὁρᾷ Ἀβραὰμ ἀπὸ μακρόθεν καὶ Λάζαρον ἐν τοῖς κόλποις αὐτοῦ
42N	16	24		24920	καὶ αὐτὸς φωνήσας εἶπεν Πάτερ Ἀβραάμ ἐλέησόν με καὶ πέμψον Λάζαρον ἵνα βάψῃ τὸ ἄκρον τοῦ δακτύλου αὐτοῦ ὕδατος καὶ καταψύξῃ τὴν γλῶσσάν μου ὅτι ὀδυνῶμαι ἐν τῇ φλογὶ ταύτῃ
42N	16	25		24930	εἶπεν δὲ Ἀβραάμ Τέκνον μνήσθητι ὅτι ἀπέλαβες τὰ ἀγαθά σου ἐν τῇ ζωῇ σου καὶ Λάζαρος ὁμοίως τὰ κακά νῦν δὲ ὧδε παρακαλεῖται σὺ δὲ ὀδυνᾶσαι
42N	16	26		24940	καὶ ἐν πᾶσι τούτοις μεταξὺ ἡμῶν καὶ ὑμῶν χάσμα μέγα ἐστήρικται ὅπως οἱ θέλοντες διαβῆναι ἔνθεν πρὸς ὑμᾶς μὴ δύνωνται μηδὲ ἐκεῖθεν πρὸς ἡμᾶς διαπερῶσιν
42N	16	27		24950	εἶπεν δέ Ἐρωτῶ σε οὖν πάτερ ἵνα πέμψῃς αὐτὸν εἰς τὸν οἶκον τοῦ πατρός μου
42N	16	28		24960	ἔχω γὰρ πέντε ἀδελφούς ὅπως διαμαρτύρηται αὐτοῖς ἵνα μὴ καὶ αὐτοὶ ἔλθωσιν εἰς τὸν τόπον τοῦτον τῆς βασάνου
42N	16	29		24970	λέγει δὲ Ἀβραάμ Ἔχουσι Μωϋσέα καὶ τοὺς προφήτας ἀκουσάτωσαν αὐτῶν
42N	16	30		24980	ὁ δὲ εἶπεν Οὐχί πάτερ Ἀβραάμ ἀλλ’ ἐάν τις ἀπὸ νεκρῶν πορευθῇ πρὸς αὐτοὺς μετανοήσουσιν
42N	16	31		24990	εἶπεν δὲ αὐτῷ Εἰ Μωϋσέως καὶ τῶν προφητῶν οὐκ ἀκούουσιν οὐδ’ ἐάν τις ἐκ νεκρῶν ἀναστῇ πεισθήσονται
42N	17	1		25000	Εἶπεν δὲ πρὸς τοὺς μαθητὰς αὐτοῦ Ἀνένδεκτόν ἐστιν τοῦ τὰ σκάνδαλα μὴ ἐλθεῖν πλὴν οὐαὶ δι’ οὗ ἔρχεται
42N	17	2		25010	λυσιτελεῖ αὐτῷ εἰ λίθος μυλικὸς περίκειται περὶ τὸν τράχηλον αὐτοῦ καὶ ἔρριπται εἰς τὴν θάλασσαν ἢ ἵνα σκανδαλίσῃ τῶν μικρῶν τούτων ἕνα
42N	17	3		25020	προσέχετε ἑαυτοῖς ἐὰν ἁμάρτῃ ὁ ἀδελφός σου ἐπιτίμησον αὐτῷ καὶ ἐὰν μετανοήσῃ ἄφες αὐτῷ
42N	17	4		25030	καὶ ἐὰν ἑπτάκις τῆς ἡμέρας ἁμαρτήσῃ εἰς σὲ καὶ ἑπτάκις ἐπιστρέψῃ πρὸς σὲ λέγων Μετανοῶ ἀφήσεις αὐτῷ
42N	17	5		25040	Καὶ εἶπαν οἱ ἀπόστολοι τῷ κυρίῳ Πρόσθες ἡμῖν πίστιν
42N	17	6		25050	εἶπεν δὲ ὁ κύριος Εἰ ἔχετε πίστιν ὡς κόκκον σινάπεως ἐλέγετε ἂν τῇ συκαμίνῳ ταύτῃ Ἐκριζώθητι καὶ φυτεύθητι ἐν τῇ θαλάσσῃ καὶ ὑπήκουσεν ἂν ὑμῖν
42N	17	7		25060	Τίς δὲ ἐξ ὑμῶν δοῦλον ἔχων ἀροτριῶντα ἢ ποιμαίνοντα ὃς εἰσελθόντι ἐκ τοῦ ἀγροῦ ἐρεῖ αὐτῷ Εὐθέως παρελθὼν ἀνάπεσε
42N	17	8		25070	ἀλλ’ οὐχὶ ἐρεῖ αὐτῷ Ἑτοίμασον τί δειπνήσω καὶ περιζωσάμενος διακόνει μοι ἕως φάγω καὶ πίω καὶ μετὰ ταῦτα φάγεσαι καὶ πίεσαι σύ
42N	17	9		25080	μὴ ἔχει χάριν τῷ δούλῳ ὅτι ἐποίησεν τὰ διαταχθέντα
42N	17	10		25090	οὕτως καὶ ὑμεῖς ὅταν ποιήσητε πάντα τὰ διαταχθέντα ὑμῖν λέγετε ὅτι Δοῦλοι ἀχρεῖοί ἐσμεν ὃ ὠφείλομεν ποιῆσαι πεποιήκαμεν
42N	17	11		25100	Καὶ ἐγένετο ἐν τῷ πορεύεσθαι εἰς Ἰερουσαλὴμ καὶ αὐτὸς διήρχετο διὰ μέσον Σαμαρείας καὶ Γαλιλαίας
42N	17	12		25110	καὶ εἰσερχομένου αὐτοῦ εἴς τινα κώμην ἀπήντησαν δέκα λεπροὶ ἄνδρες οἳ ἔστησαν πόρρωθεν
42N	17	13		25120	καὶ αὐτοὶ ἦραν φωνὴν λέγοντες Ἰησοῦ ἐπιστάτα ἐλέησον ἡμᾶς
42N	17	14		25130	καὶ ἰδὼν εἶπεν αὐτοῖς Πορευθέντες ἐπιδείξατε ἑαυτοὺς τοῖς ἱερεῦσιν καὶ ἐγένετο ἐν τῷ ὑπάγειν αὐτοὺς ἐκαθαρίσθησαν
42N	17	15		25140	εἷς δὲ ἐξ αὐτῶν ἰδὼν ὅτι ἰάθη ὑπέστρεψεν μετὰ φωνῆς μεγάλης δοξάζων τὸν θεόν
42N	17	16		25150	καὶ ἔπεσεν ἐπὶ πρόσωπον παρὰ τοὺς πόδας αὐτοῦ εὐχαριστῶν αὐτῷ καὶ αὐτὸς ἦν Σαμαρίτης
42N	17	17		25160	ἀποκριθεὶς δὲ ὁ Ἰησοῦς εἶπεν Οὐχὶ οἱ δέκα ἐκαθαρίσθησαν οἱ δὲ ἐννέα ποῦ
42N	17	18		25170	οὐχ εὑρέθησαν ὑποστρέψαντες δοῦναι δόξαν τῷ θεῷ εἰ μὴ ὁ ἀλλογενὴς οὗτος
42N	17	19		25180	καὶ εἶπεν αὐτῷ Ἀναστὰς πορεύου ἡ πίστις σου σέσωκέν σε
42N	17	20		25190	Ἐπερωτηθεὶς δὲ ὑπὸ τῶν Φαρισαίων πότε ἔρχεται ἡ βασιλεία τοῦ θεοῦ ἀπεκρίθη αὐτοῖς καὶ εἶπεν Οὐκ ἔρχεται ἡ βασιλεία τοῦ θεοῦ μετὰ παρατηρήσεως
42N	17	21		25200	οὐδὲ ἐροῦσιν Ἰδοὺ ὧδε ἤ Ἐκεῖ ἰδοὺ γὰρ ἡ βασιλεία τοῦ θεοῦ ἐντὸς ὑμῶν ἐστιν
42N	17	22		25210	Εἶπεν δὲ πρὸς τοὺς μαθητάς Ἐλεύσονται ἡμέραι ὅτε ἐπιθυμήσετε μίαν τῶν ἡμερῶν τοῦ υἱοῦ τοῦ ἀνθρώπου ἰδεῖν καὶ οὐκ ὄψεσθε
42N	17	23		25220	καὶ ἐροῦσιν ὑμῖν Ἰδοὺ ἐκεῖ Ἰδοὺ ὧδε μὴ ἀπέλθητε μηδὲ διώξητε
42N	17	24		25230	ὥσπερ γὰρ ἡ ἀστραπὴ ἀστράπτουσα ἐκ τῆς ὑπὸ τὸν οὐρανὸν εἰς τὴν ὑπ’ οὐρανὸν λάμπει οὕτως ἔσται ὁ υἱὸς τοῦ ἀνθρώπου ἐν τῇ ἡμέρᾳ αὐτοῦ
42N	17	25		25240	πρῶτον δὲ δεῖ αὐτὸν πολλὰ παθεῖν καὶ ἀποδοκιμασθῆναι ἀπὸ τῆς γενεᾶς ταύτης
42N	17	26		25250	καὶ καθὼς ἐγένετο ἐν ταῖς ἡμέραις Νῶε οὕτως ἔσται καὶ ἐν ταῖς ἡμέραις τοῦ υἱοῦ τοῦ ἀνθρώπου
42N	17	27		25260	ἤσθιον ἔπινον ἐγάμουν ἐγαμίζοντο ἄχρι ἧς ἡμέρας εἰσῆλθεν Νῶε εἰς τὴν κιβωτόν καὶ ἦλθεν ὁ κατακλυσμὸς καὶ ἀπώλεσεν πάντας
42N	17	28		25270	ὁμοίως καθὼς ἐγένετο ἐν ταῖς ἡμέραις Λώτ ἤσθιον ἔπινον ἠγόραζον ἐπώλουν ἐφύτευον ᾠκοδόμουν
42N	17	29		25280	ᾗ δὲ ἡμέρᾳ ἐξῆλθεν Λὼτ ἀπὸ Σοδόμων ἔβρεξεν πῦρ καὶ θεῖον ἀπ’ οὐρανοῦ καὶ ἀπώλεσεν πάντας
42N	17	30		25290	κατὰ τὰ αὐτὰ ἔσται ᾗ ἡμέρᾳ ὁ υἱὸς τοῦ ἀνθρώπου ἀποκαλύπτεται
42N	17	31		25300	ἐν ἐκείνῃ τῇ ἡμέρᾳ ὃς ἔσται ἐπὶ τοῦ δώματος καὶ τὰ σκεύη αὐτοῦ ἐν τῇ οἰκίᾳ μὴ καταβάτω ἆραι αὐτά καὶ ὁ ἐν ἀγρῷ ὁμοίως μὴ ἐπιστρεψάτω εἰς τὰ ὀπίσω
42N	17	32		25310	μνημονεύετε τῆς γυναικὸς Λώτ
42N	17	33		25320	ὃς ἐὰν ζητήσῃ τὴν ψυχὴν αὐτοῦ περιποιήσασθαι ἀπολέσει αὐτήν ὃς δ’ ἂν ἀπολέσῃ ζῳογονήσει αὐτήν
42N	17	34		25330	λέγω ὑμῖν ταύτῃ τῇ νυκτὶ ἔσονται δύο ἐπὶ κλίνης μιᾶς ὁ εἷς παραλημφθήσεται καὶ ὁ ἕτερος ἀφεθήσεται
42N	17	35		25340	ἔσονται δύο ἀλήθουσαι ἐπὶ τὸ αὐτό ἡ μία παραλημφθήσεται ἡ δὲ ἑτέρα ἀφεθήσεται
42N	17	37		25350	καὶ ἀποκριθέντες λέγουσιν αὐτῷ Ποῦ κύριε ὁ δὲ εἶπεν αὐτοῖς Ὅπου τὸ σῶμα ἐκεῖ καὶ οἱ ἀετοὶ ἐπισυναχθήσονται
42N	18	1		25360	Ἔλεγεν δὲ παραβολὴν αὐτοῖς πρὸς τὸ δεῖν πάντοτε προσεύχεσθαι αὐτοὺς καὶ μὴ ἐγκακεῖν
42N	18	2		25370	λέγων Κριτής τις ἦν ἔν τινι πόλει τὸν θεὸν μὴ φοβούμενος καὶ ἄνθρωπον μὴ ἐντρεπόμενος
42N	18	3		25380	χήρα δὲ ἦν ἐν τῇ πόλει ἐκείνῃ καὶ ἤρχετο πρὸς αὐτὸν λέγουσα Ἐκδίκησόν με ἀπὸ τοῦ ἀντιδίκου μου
42N	18	4		25390	καὶ οὐκ ἤθελεν ἐπὶ χρόνον μετὰ ταῦτα δὲ εἶπεν ἐν ἑαυτῷ Εἰ καὶ τὸν θεὸν οὐ φοβοῦμαι οὐδὲ ἄνθρωπον ἐντρέπομαι
42N	18	5		25400	διά γε τὸ παρέχειν μοι κόπον τὴν χήραν ταύτην ἐκδικήσω αὐτήν ἵνα μὴ εἰς τέλος ἐρχομένη ὑπωπιάζῃ με
42N	18	6		25410	εἶπεν δὲ ὁ κύριος Ἀκούσατε τί ὁ κριτὴς τῆς ἀδικίας λέγει
42N	18	7		25420	ὁ δὲ θεὸς οὐ μὴ ποιήσῃ τὴν ἐκδίκησιν τῶν ἐκλεκτῶν αὐτοῦ τῶν βοώντων αὐτῷ ἡμέρας καὶ νυκτός καὶ μακροθυμεῖ ἐπ’ αὐτοῖς
42N	18	8		25430	λέγω ὑμῖν ὅτι ποιήσει τὴν ἐκδίκησιν αὐτῶν ἐν τάχει πλὴν ὁ υἱὸς τοῦ ἀνθρώπου ἐλθὼν ἆρα εὑρήσει τὴν πίστιν ἐπὶ τῆς γῆς
42N	18	9		25440	Εἶπεν δὲ καὶ πρός τινας τοὺς πεποιθότας ἐφ’ ἑαυτοῖς ὅτι εἰσὶν δίκαιοι καὶ ἐξουθενοῦντας τοὺς λοιποὺς τὴν παραβολὴν ταύτην
42N	18	10		25450	Ἄνθρωποι δύο ἀνέβησαν εἰς τὸ ἱερὸν προσεύξασθαι ὁ εἷς Φαρισαῖος καὶ ὁ ἕτερος τελώνης
42N	18	11		25460	ὁ Φαρισαῖος σταθεὶς πρὸς ἑαυτὸν ταῦτα προσηύχετο Ὁ θεός εὐχαριστῶ σοι ὅτι οὐκ εἰμὶ ὥσπερ οἱ λοιποὶ τῶν ἀνθρώπων ἅρπαγες ἄδικοι μοιχοί ἢ καὶ ὡς οὗτος ὁ τελώνης
42N	18	12		25470	νηστεύω δὶς τοῦ σαββάτου ἀποδεκατῶ πάντα ὅσα κτῶμαι
42N	18	13		25480	ὁ δὲ τελώνης μακρόθεν ἑστὼς οὐκ ἤθελεν οὐδὲ τοὺς ὀφθαλμοὺς ἐπᾶραι εἰς τὸν οὐρανόν ἀλλ’ ἔτυπτε τὸ στῆθος αὐτοῦ λέγων Ὁ θεός ἱλάσθητί μοι τῷ ἁμαρτωλῷ
42N	18	14		25490	λέγω ὑμῖν κατέβη οὗτος δεδικαιωμένος εἰς τὸν οἶκον αὐτοῦ παρ’ ἐκεῖνον ὅτι πᾶς ὁ ὑψῶν ἑαυτὸν ταπεινωθήσεται ὁ δὲ ταπεινῶν ἑαυτὸν ὑψωθήσεται
42N	18	15		25500	Προσέφερον δὲ αὐτῷ καὶ τὰ βρέφη ἵνα αὐτῶν ἅπτηται ἰδόντες δὲ οἱ μαθηταὶ ἐπετίμων αὐτοῖς
42N	18	16		25510	ὁ δὲ Ἰησοῦς προσεκαλέσατο αὐτὰ λέγων Ἄφετε τὰ παιδία ἔρχεσθαι πρός με καὶ μὴ κωλύετε αὐτά τῶν γὰρ τοιούτων ἐστὶν ἡ βασιλεία τοῦ θεοῦ
42N	18	17		25520	ἀμὴν λέγω ὑμῖν ὃς ἂν μὴ δέξηται τὴν βασιλείαν τοῦ θεοῦ ὡς παιδίον οὐ μὴ εἰσέλθῃ εἰς αὐτήν
42N	18	18		25530	Καὶ ἐπηρώτησέν τις αὐτὸν ἄρχων λέγων Διδάσκαλε ἀγαθέ τί ποιήσας ζωὴν αἰώνιον κληρονομήσω
42N	18	19		25540	εἶπεν δὲ αὐτῷ ὁ Ἰησοῦς Τί με λέγεις ἀγαθόν οὐδεὶς ἀγαθὸς εἰ μὴ εἷς ὁ θεός
42N	18	20		25550	τὰς ἐντολὰς οἶδας Μὴ μοιχεύσῃς Μὴ φονεύσῃς Μὴ κλέψῃς Μὴ ψευδομαρτυρήσῃς Τίμα τὸν πατέρα σου καὶ τὴν μητέρα
42N	18	21		25560	ὁ δὲ εἶπεν Ταῦτα πάντα ἐφύλαξα ἐκ νεότητος μου
42N	18	22		25570	ἀκούσας δὲ ὁ Ἰησοῦς εἶπεν αὐτῷ Ἔτι ἕν σοι λείπει πάντα ὅσα ἔχεις πώλησον καὶ διάδος πτωχοῖς καὶ ἕξεις θησαυρὸν ἐν οὐρανοῖς καὶ δεῦρο ἀκολούθει μοι
42N	18	23		25580	ὁ δὲ ἀκούσας ταῦτα περίλυπος ἐγενήθη ἦν γὰρ πλούσιος σφόδρα
42N	18	24		25590	Ἰδὼν δὲ αὐτὸν ὁ Ἰησοῦς εἶπεν Πῶς δυσκόλως οἱ τὰ χρήματα ἔχοντες εἰς τὴν βασιλείαν τοῦ θεοῦ εἰσπορεύονται
42N	18	25		25600	εὐκοπώτερον γάρ ἐστιν κάμηλον διὰ τρήματος βελόνης εἰσελθεῖν ἢ πλούσιον εἰς τὴν βασιλείαν τοῦ θεοῦ εἰσελθεῖν
42N	18	26		25610	Εἶπαν δὲ οἱ ἀκούσαντες Καὶ τίς δύναται σωθῆναι
42N	18	27		25620	ὁ δὲ εἶπεν Τὰ ἀδύνατα παρὰ ἀνθρώποις δυνατὰ παρὰ τῷ θεῷ ἐστιν
42N	18	28		25630	Εἶπεν δὲ ὁ Πέτρος Ἰδοὺ ἡμεῖς ἀφέντες τὰ ἴδια ἠκολουθήσαμέν σοι
42N	18	29		25640	ὁ δὲ εἶπεν αὐτοῖς Ἀμὴν λέγω ὑμῖν ὅτι οὐδείς ἐστιν ὃς ἀφῆκεν οἰκίαν ἢ γυναῖκα ἢ ἀδελφοὺς ἢ γονεῖς ἢ τέκνα ἕνεκεν τῆς βασιλείας τοῦ θεοῦ
42N	18	30		25650	ὃς οὐχὶ μὴ ἀπολάβῃ πολλαπλασίονα ἐν τῷ καιρῷ τούτῳ καὶ ἐν τῷ αἰῶνι τῷ ἐρχομένῳ ζωὴν αἰώνιον
42N	18	31		25660	Παραλαβὼν δὲ τοὺς δώδεκα εἶπεν πρὸς αὐτούς Ἰδοὺ ἀναβαίνομεν εἰς Ἰερουσαλήμ καὶ τελεσθήσεται πάντα τὰ γεγραμμένα διὰ τῶν προφητῶν τῷ υἱῷ τοῦ ἀνθρώπου
42N	18	32		25670	παραδοθήσεται γὰρ τοῖς ἔθνεσιν καὶ ἐμπαιχθήσεται καὶ ὑβρισθήσεται καὶ ἐμπτυσθήσεται
42N	18	33		25680	καὶ μαστιγώσαντες ἀποκτενοῦσιν αὐτόν καὶ τῇ ἡμέρᾳ τῇ τρίτῃ ἀναστήσεται
42N	18	34		25690	καὶ αὐτοὶ οὐδὲν τούτων συνῆκαν καὶ ἦν τὸ ῥῆμα τοῦτο κεκρυμμένον ἀπ’ αὐτῶν καὶ οὐκ ἐγίνωσκον τὰ λεγόμενα
42N	18	35		25700	Ἐγένετο δὲ ἐν τῷ ἐγγίζειν αὐτὸν εἰς Ἰεριχὼ τυφλός τις ἐκάθητο παρὰ τὴν ὁδὸν ἐπαιτῶν
42N	18	36		25710	ἀκούσας δὲ ὄχλου διαπορευομένου ἐπυνθάνετο τί εἴη τοῦτο
42N	18	37		25720	ἀπήγγειλαν δὲ αὐτῷ ὅτι Ἰησοῦς ὁ Ναζωραῖος παρέρχεται
42N	18	38		25730	καὶ ἐβόησεν λέγων Ἰησοῦ υἱὲ Δαυίδ ἐλέησόν με
42N	18	39		25740	καὶ οἱ προάγοντες ἐπετίμων αὐτῷ ἵνα σιγήσῃ αὐτὸς δὲ πολλῷ μᾶλλον ἔκραζεν Υἱὲ Δαυίδ ἐλέησόν με
42N	18	40		25750	σταθεὶς δὲ ὁ Ἰησοῦς ἐκέλευσεν αὐτὸν ἀχθῆναι πρὸς αὐτόν ἐγγίσαντος δὲ αὐτοῦ ἐπηρώτησεν αὐτόν
42N	18	41		25760	Τί σοι θέλεις ποιήσω ὁ δὲ εἶπεν Κύριε ἵνα ἀναβλέψω
42N	18	42		25770	καὶ ὁ Ἰησοῦς εἶπεν αὐτῷ Ἀνάβλεψον ἡ πίστις σου σέσωκέν σε
42N	18	43		25780	καὶ παραχρῆμα ἀνέβλεψεν καὶ ἠκολούθει αὐτῷ δοξάζων τὸν θεόν καὶ πᾶς ὁ λαὸς ἰδὼν ἔδωκεν αἶνον τῷ θεῷ
42N	19	1		25790	Καὶ εἰσελθὼν διήρχετο τὴν Ἰεριχώ
